"District Number","District Name","School Number",School Name," State and Local Funds "," Federal Funds "," State, Local and Federal Funds "," State and Local Funds "," Federal
Funds "," State, Local and Federal Funds "," Total Costs - State, Local and Federal Funds Per Pupil "
05,Brevard,6071,OCEAN BREEZE ELEMENTARY SCHOOL                                                                      ,"  7,889 ",  298 ,"  8,187 ",  224 ,  276 ,  500 ,"  8,687 "
05,Brevard,6081,INDIALANTIC ELEMENTARY SCHOOL                                                                       ,"  6,795 ",  184 ,"  6,979 ",  210 ,  209 ,  419 ,"  7,398 "
05,Brevard,6101,GEMINI ELEMENTARY SCHOOL                                                                            ,"  7,908 ",  248 ,"  8,156 ",  218 ,  230 ,  448 ,"  8,604 "
05,Brevard,6141,DR. W.J. CREEL ELEMENTARY SCHOOL                                                                    ,"  8,488 ",  684 ,"  9,172 ",  270 ,  434 ,  704 ,"  9,876 "
05,Brevard,0052,JAMES MADISON MIDDLE SCHOOL                                                                         ,"  8,506 ",  220 ,"  8,726 ",  227 ,  195 ,  422 ,"  9,148 "
05,Brevard,0141,ANDREW JACKSON MIDDLE SCHOOL                                                                        ,"  7,319 ",  76 ,"  7,395 ",  178 ,  152 ,  330 ,"  7,725 "
05,Brevard,1081,RONALD MCNAIR MAGNET MIDDLE SCHOOL                                                                  ,"  9,230 ",  403 ,"  9,633 ",  226 ,  212 ,  438 ,"  10,071 "
05,Brevard,1101,JOHN F. KENNEDY MIDDLE SCHOOL                                                                       ,"  6,937 ",  132 ,"  7,069 ",  176 ,  159 ,  335 ,"  7,404 "
05,Brevard,2071,STONE MAGNET MIDDLE SCHOOL                                                                          ,"  7,132 ",  169 ,"  7,301 ",  189 ,  168 ,  357 ,"  7,658 "
05,Brevard,2122,SOUTHWEST MIDDLE SCHOOL                                                                             ,"  6,939 ",  267 ,"  7,206 ",  193 ,  190 ,  383 ,"  7,589 "
05,Brevard,3021,CENTRAL MIDDLE SCHOOL                                                                               ,"  6,256 ",  96 ,"  6,352 ",  180 ,  148 ,  328 ,"  6,680 "
05,Brevard,3031,LYNDON B. JOHNSON MIDDLE SCHOOL                                                                     ,"  6,984 ",  88 ,"  7,072 ",  191 ,  172 ,  363 ,"  7,435 "
05,Brevard,4111,THOMAS JEFFERSON MIDDLE SCHOOL                                                                      ,"  7,018 ",  134 ,"  7,152 ",  187 ,  180 ,  367 ,"  7,519 "
05,Brevard,6012,DELAURA MIDDLE SCHOOL                                                                               ,"  6,237 ",  175 ,"  6,412 ",  171 ,  162 ,  333 ,"  6,745 "
05,Brevard,6082,HERBERT C. HOOVER MIDDLE SCHOOL                                                                     ,"  7,743 ",  133 ,"  7,876 ",  198 ,  195 ,  393 ,"  8,269 "
05,Brevard,0011,TITUSVILLE HIGH SCHOOL                                                                              ,"  7,393 ",  212 ,"  7,605 ",  176 ,  151 ,  327 ,"  7,932 "
05,Brevard,0161,ASTRONAUT HIGH SCHOOL                                                                               ,"  8,000 ",  126 ,"  8,126 ",  176 ,  149 ,  325 ,"  8,451 "
05,Brevard,0302,SPACE COAST JUNIOR/SENIOR HIGH SCHOOL                                                               ,"  6,628 ",  147 ,"  6,775 ",  179 ,  161 ,  340 ,"  7,115 "
05,Brevard,1011,ROCKLEDGE SENIOR HIGH SCHOOL                                                                        ,"  6,620 ",  162 ,"  6,782 ",  166 ,  132 ,  298 ,"  7,080 "
05,Brevard,1121,COCOA HIGH SCHOOL                                                                                   ,"  7,356 ",  578 ,"  7,934 ",  200 ,  276 ,  476 ,"  8,410 "
05,Brevard,1171,VIERA HIGH SCHOOL                                                                                   ,"  6,418 ",  120 ,"  6,538 ",  164 ,  128 ,  292 ,"  6,830 "
05,Brevard,2011,MELBOURNE SENIOR HIGH SCHOOL                                                                        ,"  6,826 ",  139 ,"  6,965 ",  173 ,  139 ,  312 ,"  7,277 "
05,Brevard,2021,PALM BAY MAGNET SENIOR HIGH SCHOOL                                                                  ,"  7,591 ",  534 ,"  8,125 ",  178 ,  161 ,  339 ,"  8,464 "
05,Brevard,2211,BAYSIDE HIGH SCHOOL                                                                                 ,"  6,637 ",  156 ,"  6,793 ",  160 ,  125 ,  285 ,"  7,078 "
05,Brevard,2311,HERITAGE HIGH SCHOOL                                                                                ,"  6,599 ",  158 ,"  6,757 ",  170 ,  137 ,  307 ,"  7,064 "
05,Brevard,3011,EAU GALLIE HIGH SCHOOL                                                                              ,"  7,718 ",  206 ,"  7,924 ",  186 ,  182 ,  368 ,"  8,292 "
05,Brevard,3141,WESTSHORE JUNIOR/SENIOR HIGH SCHOOL                                                                 ,"  7,474 ",  36 ,"  7,510 ",  181 ,  186 ,  367 ,"  7,877 "
05,Brevard,4011,MERRITT ISLAND HIGH SCHOOL                                                                          ,"  6,875 ",  198 ,"  7,073 ",  172 ,  126 ,  298 ,"  7,371 "
05,Brevard,4021,EDGEWOOD JR/SR HIGH SCHOOL                                                                          ,"  7,352 ",  113 ,"  7,465 ",  176 ,  143 ,  319 ,"  7,784 "
05,Brevard,5011,COCOA BEACH JUNIOR/SENIOR HIGH SCHOOL                                                               ,"  8,092 ",  159 ,"  8,251 ",  197 ,  162 ,  359 ,"  8,610 "
05,Brevard,6011,SATELLITE SENIOR HIGH SCHOOL                                                                        ,"  7,509 ",  218 ,"  7,727 ",  172 ,  145 ,  317 ,"  8,044 "
05,Brevard,1028,DEVEREUX HOSPITAL                                                                                   ,"  18,463 ",  26 ,"  18,489 ",  53 ,  123 ,  176 ,"  18,665 "
05,Brevard,7004,BREVARD VIRTUAL FRANCHISE                                                                           ,"  7,434 ",  32 ,"  7,466 ",  227 ,  174 ,  401 ,"  7,867 "
05,Brevard,0089,FIELDSTON PREPARATORY SCHOOL                                                                        ,"  21,236 ",  615 ,"  21,851 ",  30 ,  85 ,  115 ,"  21,966 "
05,Brevard,1029,RIVERDALE COUNTRY DAY SCHOOL                                                                        ,"  20,562 ",  645 ,"  21,207 ",  35 ,  103 ,  138 ,"  21,345 "
05,Brevard,6511,EDUCATIONAL HORIZONS CHARTER                                                                        ,"  7,449 ",  -   ,"  7,449 ",  -   ,  -   ,  -   ,"  7,449 "
05,Brevard,6515,IMAGINE SCHOOLS AT WEST MELBOURNE                                                                   ,"  10,848 ",  672 ,"  11,520 ",  -   ,  -   ,  -   ,"  11,520 "
05,Brevard,6541,ODYSSEY PREPARATORY CHARTER ACADEMY                                                                 ,"  6,494 ",  761 ,"  7,255 ",  -   ,  -   ,  -   ,"  7,255 "
05,Brevard,6546,LEGACY ACADEMY CHARTER                                                                              ,"  7,272 ",  53 ,"  7,325 ",  -   ,  -   ,  -   ,"  7,325 "
05,Brevard,6501,PALM BAY ACADEMY CHARTER SCHOOL                                                                     ,"  6,421 ",  853 ,"  7,274 ",  -   ,  -   ,  -   ,"  7,274 "
05,Brevard,6507,ODYSSEY CHARTER SCHOOL                                                                              ,"  6,190 ",  609 ,"  6,799 ",  -   ,  -   ,  -   ,"  6,799 "
05,Brevard,6508,SCULPTOR CHARTER SCHOOL                                                                             ,"  6,156 ",  39 ,"  6,195 ",  -   ,  -   ,  -   ,"  6,195 "
05,Brevard,6509,ROYAL PALM CHARTER SCHOOL                                                                           ,"  7,040 ",  660 ,"  7,700 ",  -   ,  -   ,  -   ,"  7,700 "
05,Brevard,6523,EMMA JEWEL CHARTER ACADEMY                                                                          ,"  6,319 ",  713 ,"  7,032 ",  -   ,  -   ,  -   ,"  7,032 "
05,Brevard,6540,VIERA CHARTER SCHOOL                                                                                ,"  6,225 ",  42 ,"  6,267 ",  -   ,  -   ,  -   ,"  6,267 "
05,Brevard,6543,PINEAPPLE COVE CLASSICAL ACADEMY                                                                    ,"  7,089 ",  341 ,"  7,430 ",  -   ,  -   ,  -   ,"  7,430 "
06,Broward,0011,DEERFIELD BEACH ELEMENTARY SCHOOL                                                                   ,"  8,234 ","  1,359 ","  9,593 ",  233 ,  20 ,  253 ,"  9,846 "
06,Broward,0031,OAKLAND PARK ELEMENTARY SCHOOL                                                                      ,"  8,361 ","  1,417 ","  9,778 ",  229 ,  44 ,  273 ,"  10,051 "
06,Broward,0041,NORTH SIDE ELEMENTARY SCHOOL                                                                        ,"  8,904 ","  1,989 ","  10,893 ",  229 ,  39 ,  268 ,"  11,161 "
06,Broward,0101,DANIA ELEMENTARY SCHOOL                                                                             ,"  9,939 ","  1,933 ","  11,872 ",  273 ,  32 ,  305 ,"  12,177 "
06,Broward,0111,HOLLYWOOD HILLS ELEMENTARY SCHOOL                                                                   ,"  7,504 ",  282 ,"  7,786 ",  210 ,  11 ,  221 ,"  8,007 "
06,Broward,0121,HOLLYWOOD CENTRAL ELEMENTARY SCHOOL                                                                 ,"  9,697 ","  1,154 ","  10,851 ",  258 ,  23 ,  281 ,"  11,132 "
06,Broward,0151,RIVERLAND ELEMENTARY SCHOOL                                                                         ,"  8,311 ","  1,495 ","  9,806 ",  230 ,  38 ,  268 ,"  10,074 "
06,Broward,0161,WEST HOLLYWOOD ELEMENTARY SCHOOL                                                                    ,"  8,678 ","  1,567 ","  10,245 ",  247 ,  47 ,  294 ,"  10,539 "
06,Broward,0191,WILTON MANORS ELEMENTARY SCHOOL                                                                     ,"  8,297 ","  1,362 ","  9,659 ",  234 ,  21 ,  255 ,"  9,914 "
06,Broward,0201,BENNETT ELEMENTARY SCHOOL                                                                           ,"  10,454 ","  1,923 ","  12,377 ",  267 ,  59 ,  326 ,"  12,703 "
06,Broward,0221,CROISSANT PARK ELEMENTARY SCHOOL                                                                    ,"  8,099 ","  1,292 ","  9,391 ",  229 ,  43 ,  272 ,"  9,663 "
06,Broward,0231,COLBERT ELEMENTARY SCHOOL                                                                           ,"  8,584 ","  1,774 ","  10,358 ",  236 ,  42 ,  278 ,"  10,636 "
06,Broward,0271,DILLARD ELEMENTARY SCHOOL                                                                           ,"  7,451 ","  1,478 ","  8,929 ",  199 ,  33 ,  232 ,"  9,161 "
06,Broward,0321,WALKER ELEMENTARY SCHOOL (MAGNET)                                                                   ,"  8,725 ","  1,476 ","  10,201 ",  219 ,  37 ,  256 ,"  10,457 "
06,Broward,0341,BETHUNE MARY M ELEMENTARY SCHOOL                                                                    ,"  9,935 ","  1,673 ","  11,608 ",  242 ,  40 ,  282 ,"  11,890 "
06,Broward,0391,DEERFIELD PARK ELEMENTARY SCHOOL                                                                    ,"  7,812 ","  1,015 ","  8,827 ",  213 ,  35 ,  248 ,"  9,075 "
06,Broward,0461,OAKRIDGE ELEMENTARY SCHOOL                                                                          ,"  9,632 ","  1,639 ","  11,271 ",  236 ,  49 ,  285 ,"  11,556 "
06,Broward,0491,HARBORDALE ELEMENTARY SCHOOL                                                                        ,"  9,007 ",  298 ,"  9,305 ",  237 ,  16 ,  253 ,"  9,558 "
06,Broward,0501,BROWARD ESTATES ELEMENTARY SCHOOL                                                                   ,"  8,363 ","  1,292 ","  9,655 ",  179 ,  30 ,  209 ,"  9,864 "
06,Broward,0511,WATKINS ELEMENTARY SCHOOL                                                                           ,"  8,595 ","  1,469 ","  10,064 ",  236 ,  44 ,  280 ,"  10,344 "
06,Broward,0521,NORTH ANDREWS GARDENS ELEMENTARY SCHOOL                                                             ,"  7,297 ",  558 ,"  7,855 ",  220 ,  15 ,  235 ,"  8,090 "
06,Broward,0531,MIRAMAR ELEMENTARY SCHOOL                                                                           ,"  6,851 ",  799 ,"  7,650 ",  204 ,  15 ,  219 ,"  7,869 "
06,Broward,0561,NORCREST ELEMENTARY SCHOOL                                                                          ,"  7,779 ","  1,233 ","  9,012 ",  233 ,  23 ,  256 ,"  9,268 "
06,Broward,0571,TEDDER ELEMENTARY SCHOOL                                                                            ,"  8,293 ","  1,456 ","  9,749 ",  222 ,  39 ,  261 ,"  10,010 "
06,Broward,0611,SUNLAND PARK ACADEMY                                                                                ,"  7,674 ","  1,732 ","  9,406 ",  211 ,  36 ,  247 ,"  9,653 "
06,Broward,0621,LARKDALE ELEMENTARY SCHOOL                                                                          ,"  8,978 ","  1,849 ","  10,827 ",  224 ,  42 ,  266 ,"  11,093 "
06,Broward,0631,WESTWOOD HEIGHTS ELEMENTARY SCHOOL                                                                  ,"  7,921 ","  1,284 ","  9,205 ",  210 ,  39 ,  249 ,"  9,454 "
06,Broward,0641,BAYVIEW ELEMENTARY SCHOOL                                                                           ,"  7,729 ",  242 ,"  7,971 ",  209 ,  9 ,  218 ,"  8,189 "
06,Broward,0691,STIRLING ELEMENTARY SCHOOL                                                                          ,"  8,894 ","  1,146 ","  10,040 ",  251 ,  47 ,  298 ,"  10,338 "
06,Broward,0711,ORANGE BROOK ELEMENTARY SCHOOL                                                                      ,"  7,275 ","  1,456 ","  8,731 ",  218 ,  38 ,  256 ,"  8,987 "
06,Broward,0721,DRIFTWOOD ELEMENTARY SCHOOL                                                                         ,"  8,694 ","  1,153 ","  9,847 ",  249 ,  27 ,  276 ,"  10,123 "
06,Broward,0731,TROPICAL ELEMENTARY SCHOOL                                                                          ,"  8,110 ",  215 ,"  8,325 ",  224 ,  16 ,  240 ,"  8,565 "
06,Broward,0751,POMPANO BEACH ELEMENTARY SCHOOL                                                                     ,"  8,883 ","  2,468 ","  11,351 ",  234 ,  45 ,  279 ,"  11,630 "
06,Broward,0761,MEADOWBROOK ELEMENTARY SCHOOL                                                                       ,"  8,472 ","  1,541 ","  10,013 ",  254 ,  24 ,  278 ,"  10,291 "
06,Broward,0811,BROADVIEW ELEMENTARY SCHOOL                                                                         ,"  7,492 ",  688 ,"  8,180 ",  201 ,  15 ,  216 ,"  8,396 "
06,Broward,0831,LAKE FOREST ELEMENTARY SCHOOL                                                                       ,"  7,747 ","  1,876 ","  9,623 ",  228 ,  44 ,  272 ,"  9,895 "
06,Broward,0841,MCNAB ELEMENTARY SCHOOL                                                                             ,"  7,816 ",  791 ,"  8,607 ",  218 ,  38 ,  256 ,"  8,863 "
06,Broward,0851,FLORANADA ELEMENTARY SCHOOL                                                                         ,"  8,079 ",  994 ,"  9,073 ",  227 ,  21 ,  248 ,"  9,321 "
